"anio","codigo_canton","canton_original","canton","indice_competitividad","ranking_competitividad","categoria_competitividad","pilar_economico","pilar_empresarial","pilar_gobierno","pilar_laboral","pilar_infraestructura","pilar_innovacion","pilar_calidad_vida","femicidio_art_21","femicidio_otros_contextos","femicidio_ampliado","sospecha_femicidio","homicidios_mujeres_no_femicidio","homicidios_mujeres_sin_revision","homicidios_mujeres_pendientes","homicidios_indeterminado","femicidios_registrados","muertes_violentas_mujeres_total","matricula_estatal_total","matricula_mujeres","matricula_hombres","matricula_sexo_no_especificado","porcentaje_mujeres","porcentaje_hombres","matricula_primer_ingreso","matricula_no_primer_ingreso","universidad_predominante","cantidad_universidad_predominante","carrera_predominante","cantidad_carrera_predominante","cantidad_universidades_distintas","cantidad_carreras_distintas"
2022,506,"Cañas","CANAS",45.4104542732239,38,"Medio",43.2044953107834,29.6444088220596,41.3722485303879,52.5922000408173,51.5591979026794,51.7530560493469,47.7475762367249,0,0,0,0,0,0,0,0,0,0,963,549,414,0,57.01,42.99,193,770,"UNIVERSIDAD TECNICA NACIONAL",444,"INGENIERIA TECNOLOGIAS DE INFORMACION",75,5,146
2022,507,"Abangares","ABANGARES",47.6222008466721,27,"Medio",57.6688170433044,27.2611171007156,54.7352850437164,35.4392677545547,43.680477142334,59.4285249710083,55.1419079303741,0,0,0,0,0,0,0,0,0,0,458,290,168,0,63.32,36.68,91,367,"UNIVERSIDAD TECNICA NACIONAL",144,"ADMINISTRACION DE EMPRESAS",29,5,117
2022,508,"Tilarán","TILARAN",43.681213259697,46,"Medio",34.0633928775787,23.6215949058533,45.0449109077454,43.3003962039948,53.6280810832977,45.7333832979202,60.3767335414886,1,0,0,0,0,0,0,0,1,1,820,491,329,0,59.88,40.12,193,627,"UNIVERSIDAD TECNICA NACIONAL",240,"INGENIERIA TECNOLOGIAS DE INFORMACION",43,5,165
2022,509,"Nandayure","NANDAYURE",45.5989569425583,36,"Medio",45.9046423435211,31.7891091108322,47.9171007871628,43.7592595815659,36.196956038475,47.4676311016083,66.1580085754395,0,0,0,0,0,0,0,0,0,0,354,212,142,0,59.89,40.11,73,281,"UNIVERSIDAD NACIONAL",114,"ADMINISTRACION",27,5,110
2022,510,"La Cruz","LA CRUZ",39.4132822751999,60,"Bajo",37.3393923044205,30.7179123163223,52.3419559001923,45.6177085638046,33.2601100206375,27.6019811630249,49.0139067173004,0,0,0,0,0,0,0,0,0,0,657,433,224,0,65.91,34.09,134,523,"UNIVERSIDAD ESTATAL A DISTANCIA",246,"ADMINISTRACION DE EMPRESAS",56,5,102
2022,511,"Hojancha","HOJANCHA",44.4564014673233,43,"Medio",34.375262260437,25.5350947380066,56.1907291412354,49.1483420133591,42.1025782823563,52.5279581546783,51.3148427009583,0,0,0,0,0,0,0,0,0,0,264,155,109,0,58.71,41.29,42,222,"UNIVERSIDAD NACIONAL",96,"ADMINISTRACION",27,5,93
2022,601,"Puntarenas","PUNTARENAS",45.2043175697327,40,"Medio",44.2209422588348,28.5168081521988,37.4831467866898,72.4765717983246,45.726478099823,38.7141317129135,49.2921441793442,0,0,0,0,2,0,0,0,0,2,3026,1689,1337,0,55.82,44.18,642,2384,"UNIVERSIDAD TECNICA NACIONAL",1228,"GESTION Y ADMINISTRACION EMPRESARIAL",156,5,231
2022,602,"Esparza","ESPARZA",47.6056814193726,28,"Medio",47.4239766597748,34.0107530355453,46.3691592216492,56.2828242778778,49.2391109466553,50.7410645484924,49.1728901863098,0,0,1,0,1,0,0,0,0,2,1331,736,595,0,55.3,44.7,290,1041,"UNIVERSIDAD TECNICA NACIONAL",479,"INGENIERIA PRODUCCION INDUSTRIAL",62,5,184
2022,603,"Buenos Aires","BUENOS AIRES",31.7322462797165,77,"Bajo",21.989831328392,25.9688228368759,40.7991498708725,40.3452485799789,37.8951519727707,12.1963158249855,42.9311990737915,0,0,0,0,0,0,0,0,0,0,1498,938,560,0,62.62,37.38,264,1234,"UNIVERSIDAD ESTATAL A DISTANCIA",725,"EDUCACION GENERAL BASICA I Y II CICLOS",154,5,193
2022,604,"Montes de Oro","MONTES DE ORO",40.4642939567566,58,"Medio",39.5538479089737,27.365905046463,48.0857312679291,46.3632225990295,44.6466624736786,32.695010304451,44.539675116539,1,0,0,0,0,0,0,0,1,1,527,287,240,0,54.46,45.54,115,412,"UNIVERSIDAD TECNICA NACIONAL",167,"EDUCACION GENERAL BASICA I Y II CICLOS",28,5,125
2022,605,"Osa","OSA",41.3196206092834,56,"Medio",41.5108442306519,27.6397466659546,50.3778100013733,54.3916165828705,37.011981010437,20.1342567801476,58.1710815429688,0,0,0,0,0,0,0,0,0,0,500,323,177,0,64.6,35.4,120,380,"UNIVERSIDAD ESTATAL A DISTANCIA",215,"ADMINISTRACION DE EMPRESAS",51,5,122
2022,606,"Quepos","QUEPOS",45.0906038284302,41,"Medio",51.5631675720215,31.3855022192001,49.9542772769928,58.4431767463684,40.708726644516,38.7319594621658,44.8474258184433,0,0,0,0,0,0,0,0,0,0,401,242,159,0,60.35,39.65,79,322,"UNIVERSIDAD ESTATAL A DISTANCIA",202,"ADMINISTRACION DE EMPRESAS",54,5,124
2022,607,"Golfito","GOLFITO",37.6272082328796,69,"Bajo",25.2500087022781,25.4248023033142,39.8133009672165,52.0486772060394,56.6464185714722,15.0202915072441,49.1869479417801,0,1,0,0,0,0,0,0,1,1,815,490,325,0,60.12,39.88,162,653,"UNIVERSIDAD ESTATAL A DISTANCIA",289,"ADMINISTRACION DE EMPRESAS",51,5,142
2022,608,"Coto Brus","COTO BRUS",40.4603183269501,59,"Medio",28.4962475299835,27.2895365953445,39.3291354179382,47.0824509859085,53.5690724849701,31.0834318399429,56.3723623752594,0,0,0,0,0,0,0,0,0,0,1332,839,493,0,62.99,37.01,216,1116,"UNIVERSIDAD ESTATAL A DISTANCIA",524,"EDUCACION GENERAL BASICA I Y II CICLOS",122,5,184
2022,609,"Parrita","PARRITA",39.3965780735016,61,"Bajo",48.196280002594,28.3037602901459,55.0117671489716,48.1370449066162,40.3069317340851,9.84354317188263,45.9767282009125,0,0,0,0,0,0,0,0,0,0,214,137,77,0,64.02,35.98,40,174,"UNIVERSIDAD ESTATAL A DISTANCIA",92,"ADMINISTRACION DE EMPRESAS",21,5,95
2022,610,"Corredores","CORREDORES",34.7503483295441,74,"Bajo",34.9359512329102,27.0481199026108,33.7179213762283,50.5306959152222,52.38236784935,6.23545274138451,38.4019255638123,1,1,0,0,1,0,0,0,2,3,1214,748,466,0,61.61,38.39,258,956,"UNIVERSIDAD ESTATAL A DISTANCIA",471,"ADMINISTRACION",84,5,174
2022,611,"Garabito","GARABITO",46.3287055492401,33,"Medio",67.8507328033447,31.5188318490982,57.9515337944031,53.1139314174652,42.4659341573715,31.2317252159119,40.1682466268539,0,1,0,0,1,0,0,0,1,2,238,147,91,0,61.76,38.24,58,180,"UNIVERSIDAD DE COSTA RICA",88,"ADMINISTRACION DE EMPRESAS",19,5,97
2022,701,"Limón","LIMON",37.1063590049744,72,"Bajo",40.2113705873489,32.3352366685867,39.0700429677963,58.8147163391113,43.8148349523544,16.0176157951355,29.4806927442551,0,1,0,0,2,1,0,0,1,4,1683,962,721,0,57.16,42.84,300,1383,"UNIVERSIDAD DE COSTA RICA",720,"ADMINISTRACION DE EMPRESAS",184,5,194
2022,702,"Pococí","POCOCI",42.8951561450958,49,"Medio",40.5945152044296,34.929957985878,31.5430998802185,61.5871548652649,43.2649612426758,43.4388667345047,44.9075281620026,0,1,0,0,0,1,0,0,1,2,3265,1905,1360,0,58.35,41.65,647,2618,"UNIVERSIDAD ESTATAL A DISTANCIA",1163,"EDUCACION GENERAL BASICA I Y II CICLOS",230,5,247
2022,703,"Siquirres","SIQUIRRES",38.704851269722,63,"Bajo",37.8448277711868,35.9256148338318,27.5154381990433,54.4941782951355,42.0824944972992,27.2522121667862,45.8191931247711,0,1,0,0,0,0,0,0,1,1,1047,624,423,0,59.6,40.4,213,834,"UNIVERSIDAD DE COSTA RICA",453,"ADMINISTRACION DE EMPRESAS",80,5,174
2022,704,"Talamanca","TALAMANCA",29.4395744800568,81,"Bajo",21.1398258805275,19.3461254239082,45.2146291732788,48.3461141586304,29.3585330247879,1.07722235843539,41.5945798158646,2,0,0,0,0,0,0,0,2,2,703,426,277,0,60.6,39.4,148,555,"UNIVERSIDAD ESTATAL A DISTANCIA",319,"EDUCACION GENERAL BASICA I Y II CICLOS",68,5,136
2022,705,"Matina","MATINA",32.5245290994644,75,"Bajo",41.0564035177231,28.7459313869476,50.0285089015961,32.5576335191727,31.3646078109741,15.0629729032516,28.8556486368179,0,0,0,0,1,0,0,0,0,1,624,375,249,0,60.1,39.9,114,510,"UNIVERSIDAD DE COSTA RICA",273,"EDUCACION GENERAL BASICA I Y II CICLOS",51,5,125
2022,706,"Guácimo","GUACIMO",38.3723706007004,64,"Bajo",34.4150453805923,39.2707198858261,29.001972079277,51.4089822769165,43.3178067207336,30.0645858049393,41.1274760961533,0,0,0,0,1,0,0,0,0,1,826,513,313,0,62.11,37.89,188,638,"UNIVERSIDAD ESTATAL A DISTANCIA",312,"ADMINISTRACION DE EMPRESAS",65,5,157
2023,101,"San José","SAN JOSE",67.8785247802734,3,"Alto",73.5367431640625,72.1952209472656,65.5801773071289,64.4809875488281,81.3722534179688,74.4422836303711,43.5420188903809,0,1,0,0,3,2,1,0,1,7,5093,2665,2408,20,52.33,47.28,808,4285,"UNIVERSIDAD DE COSTA RICA",2574,"ADMINISTRACION DE EMPRESAS",408,5,392
2023,102,"Escazú","ESCAZU",68.5653076171875,2,"Alto",76.3861389160156,64.6555328369141,77.2152481079102,56.2682113647461,74.1508178710938,66.4215545654297,64.8596343994141,0,0,0,0,0,0,0,0,0,0,1336,695,632,9,52.02,47.31,198,1138,"UNIVERSIDAD DE COSTA RICA",690,"ADMINISTRACION DE EMPRESAS",99,5,238
2023,103,"Desamparados","DESAMPARADOS",53.335693359375,17,"Medio",37.6236419677734,32.2860908508301,38.3745765686035,68.7111434936523,82.2098770141602,51.9173240661621,62.2272071838379,1,0,0,0,1,2,0,0,1,4,3751,2127,1613,11,56.7,43,647,3104,"UNIVERSIDAD DE COSTA RICA",1642,"ADMINISTRACION DE EMPRESAS",432,5,296
2023,104,"Puriscal","PURISCAL",42.6156234741211,59,"Medio",28.4627914428711,27.3558521270752,41.5505294799805,58.0753898620605,42.4411125183105,35.6010589599609,64.8226165771484,0,0,0,0,0,0,0,0,0,0,1108,673,433,2,60.74,39.08,164,944,"UNIVERSIDAD ESTATAL A DISTANCIA",505,"ADMINISTRACION DE EMPRESAS",117,5,179
2023,105,"Tarrazú","TARRAZU",39.0774269104004,66,"Bajo",35.4948616027832,7.25765943527222,50.4586524963379,31.9631767272949,49.0541496276855,39.5507507324219,59.7627296447754,0,0,0,0,0,0,0,0,0,0,617,376,240,1,60.94,38.9,113,504,"UNIVERSIDAD ESTATAL A DISTANCIA",257,"ADMINISTRACION DE EMPRESAS",59,5,151
2023,106,"Aserrí","ASERRI",40.0155830383301,64,"Medio",18.634105682373,25.4049644470215,33.509349822998,51.1100654602051,56.8663444519043,42.7576293945312,51.8266105651855,0,1,0,0,0,1,0,0,1,2,1269,731,537,1,57.6,42.32,201,1068,"UNIVERSIDAD DE COSTA RICA",552,"ADMINISTRACION DE EMPRESAS",146,5,203
2023,107,"Mora","MORA",46.069278717041,45,"Medio",49.058048248291,33.1707077026367,48.3654899597168,48.3393325805664,50.9526176452637,37.1236305236816,55.4751205444336,0,0,0,0,0,0,0,0,0,0,725,412,312,1,56.83,43.03,131,594,"UNIVERSIDAD DE COSTA RICA",272,"ADMINISTRACION DE EMPRESAS",76,5,177
2023,108,"Goicoechea","GOICOECHEA",55.9379425048828,15,"Medio",51.6444129943848,38.2478103637695,44.4274253845215,57.2720909118652,80.5690765380859,57.5084648132324,61.8963088989258,1,0,0,0,1,0,0,0,1,2,2719,1385,1327,7,50.94,48.8,450,2269,"UNIVERSIDAD DE COSTA RICA",1452,"ADMINISTRACION DE EMPRESAS",226,5,297
2023,109,"Santa Ana","SANTA ANA",62.7193298339844,10,"Alto",77.7469863891602,48.204906463623,61.6775894165039,48.2252616882324,72.0427017211914,62.4789505004883,68.6589126586914,0,0,0,0,0,0,0,0,0,0,1060,559,501,0,52.74,47.26,189,871,"UNIVERSIDAD DE COSTA RICA",566,"ADMINISTRACION DE EMPRESAS",76,5,213
2023,110,"Alajuelita","ALAJUELITA",42.9423866271973,58,"Medio",25.4302310943604,25.1405086517334,29.3867511749268,51.3753204345703,69.3560409545898,48.1090354919434,51.7988204956055,0,0,0,0,0,1,0,0,0,1,968,515,448,5,53.2,46.28,193,775,"UNIVERSIDAD DE COSTA RICA",372,"ADMINISTRACION DE EMPRESAS",128,5,189
2023,111,"Vázquez de Coronado","VAZQUEZ DE CORONADO",45.3432579040527,48,"Medio",26.1588687896729,28.4328804016113,39.1098213195801,52.2728042602539,67.3053894042969,45.9778594970703,58.1451721191406,0,0,0,0,0,0,0,0,0,0,1808,940,866,2,51.99,47.9,261,1547,"UNIVERSIDAD DE COSTA RICA",888,"ADMINISTRACION DE EMPRESAS",160,5,260
2023,112,"Acosta","ACOSTA",40.5022468566895,62,"Medio",30.7997055053711,26.8150825500488,45.8693656921387,39.364673614502,38.8007888793945,46.2235794067383,55.6425285339355,0,0,0,0,0,0,0,0,0,0,640,405,234,1,63.28,36.56,109,531,"UNIVERSIDAD ESTATAL A DISTANCIA",318,"ADMINISTRACION DE EMPRESAS",79,5,142
2023,113,"Tibás","TIBAS",57.688648223877,12,"Medio",47.1572952270508,51.8285179138184,50.0699920654297,51.7218246459961,83.8838958740234,56.7808876037598,62.378116607666,0,0,0,0,0,0,0,0,0,0,1368,730,633,5,53.36,46.27,215,1153,"UNIVERSIDAD DE COSTA RICA",624,"ADMINISTRACION DE EMPRESAS",114,5,256
2023,114,"Moravia","MORAVIA",58.4032821655273,11,"Medio",52.2228889465332,38.557014465332,43.157112121582,62.0624923706055,73.3976135253906,67.3841857910156,72.0416793823242,0,0,0,0,0,0,0,0,0,0,1698,895,799,4,52.71,47.06,285,1413,"UNIVERSIDAD DE COSTA RICA",886,"ADMINISTRACION DE EMPRESAS",133,5,262
2023,115,"Montes de Oca","MONTES DE OCA",63.2519683837891,9,"Alto",60.6420059204102,54.9282379150391,39.8668251037598,63.3108596801758,80.816780090332,77.151123046875,66.0479431152344,0,0,0,0,0,0,0,0,0,0,2673,1401,1269,3,52.41,47.47,329,2344,"UNIVERSIDAD DE COSTA RICA",1966,"ADMINISTRACION DE EMPRESAS",135,5,325
2023,116,"Turrubares","TURRUBARES",35.7995643615723,74,"Bajo",16.8400363922119,25.1835155487061,61.5214195251465,22.6156387329102,23.880033493042,39.1532897949219,61.4030113220215,0,0,0,0,0,0,0,0,0,0,158,93,65,0,58.86,41.14,36,122,"UNIVERSIDAD ESTATAL A DISTANCIA",53,"ADMINISTRACION DE EMPRESAS",19,5,77
2023,117,"Dota","DOTA",40.015209197998,65,"Medio",38.1483421325684,23.7056636810303,57.6138534545898,33.7184982299805,37.6207160949707,37.9821319580078,51.3172645568848,0,0,0,0,0,0,0,0,0,0,214,130,83,1,60.75,38.79,47,167,"UNIVERSIDAD ESTATAL A DISTANCIA",88,"ADMINISTRACION DE EMPRESAS",18,5,97
2023,118,"Curridabat","CURRIDABAT",64.8115386962891,5,"Alto",67.2546081542969,52.1744842529297,58.9948654174805,53.9525527954102,84.2543869018555,74.3273468017578,62.7225379943848,0,0,0,0,0,0,0,0,0,0,1845,945,896,4,51.22,48.56,285,1560,"UNIVERSIDAD DE COSTA RICA",1073,"ADMINISTRACION DE EMPRESAS",152,5,268
2023,119,"Pérez Zeledón","PEREZ ZELEDON",45.0533752441406,50,"Medio",34.9043121337891,26.9369564056396,39.6321601867676,63.9187850952148,48.1834411621094,37.3216361999512,64.4763259887695,0,0,0,0,0,0,0,0,0,0,4839,2770,2067,2,57.24,42.72,870,3969,"UNIVERSIDAD ESTATAL A DISTANCIA",1870,"EDUCACION GENERAL BASICA I Y II CICLOS",279,5,253
2023,120,"León Cortés","LEON CORTES",33.1595039367676,77,"Bajo",15.3721513748169,2.0041606426239,46.0619010925293,31.1655330657959,44.5014991760254,35.3278007507324,57.683479309082,1,0,0,0,0,0,0,0,1,1,459,292,167,0,63.62,36.38,68,391,"UNIVERSIDAD ESTATAL A DISTANCIA",233,"ADMINISTRACION DE EMPRESAS",47,5,129
2023,201,"Alajuela","ALAJUELA",64.7925262451172,6,"Alto",66.8011856079102,48.1089210510254,58.0855865478516,74.2118682861328,65.2029266357422,86.1465759277344,54.9906349182129,0,0,0,0,3,0,0,0,0,3,8235,4341,3875,19,52.71,47.06,2017,6218,"UNIVERSIDAD TECNICA NACIONAL",3434,"ADMINISTRACION DE EMPRESAS",565,5,352
2023,202,"San Ramón","SAN RAMON",47.8563690185547,35,"Medio",38.3724632263184,30.6319141387939,41.5388984680176,61.6245918273926,47.6955795288086,46.3299674987793,68.8011779785156,0,1,0,0,1,0,0,0,1,2,3476,1995,1472,9,57.39,42.35,621,2855,"UNIVERSIDAD DE COSTA RICA",1629,"ADMINISTRACION DE EMPRESAS",227,5,265
2023,203,"Grecia","GRECIA",52.8327140808105,19,"Medio",54.4374046325684,31.1068210601807,45.2035140991211,57.3192672729492,54.6647300720215,62.670726776123,64.4265289306641,0,0,0,0,0,0,0,0,0,0,2164,1110,1053,1,51.29,48.66,405,1759,"UNIVERSIDAD DE COSTA RICA",1010,"ADMINISTRACION DE EMPRESAS",109,5,243
2023,204,"San Mateo","SAN MATEO",47.7118148803711,36,"Medio",43.5993423461914,28.4082736968994,59.4963531494141,51.9115409851074,44.3668403625488,42.9892387390137,63.2111015319824,0,0,0,0,0,0,0,0,0,0,206,120,85,1,58.25,41.26,44,162,"UNIVERSIDAD DE COSTA RICA",72,"ADMINISTRACION DE EMPRESAS",16,5,94
2023,205,"Atenas","ATENAS",48.8018493652344,29,"Medio",41.2937316894531,31.8416347503662,46.5288200378418,55.073657989502,51.5243530273438,49.4561920166016,65.8945465087891,0,0,0,0,0,0,0,0,0,0,948,514,432,2,54.22,45.57,203,745,"UNIVERSIDAD DE COSTA RICA",335,"CONTABILIDAD Y FINANZAS",79,5,185
2023,206,"Naranjo","NARANJO",47.8622207641602,34,"Medio",41.1956481933594,29.47216796875,41.2729530334473,54.5751647949219,51.5968742370605,53.0748901367188,63.8478393554688,0,0,0,0,0,1,0,0,0,1,1454,807,639,8,55.5,43.95,280,1174,"UNIVERSIDAD DE COSTA RICA",547,"ADMINISTRACION DE EMPRESAS",96,5,215
2023,207,"Palmares","PALMARES",49.7194061279297,24,"Medio",44.1808433532715,32.6750450134277,38.9366340637207,56.8373985290527,64.0832901000977,49.1028099060059,62.2198104858398,0,0,0,0,0,0,0,0,0,0,1325,737,584,4,55.62,44.08,230,1095,"UNIVERSIDAD DE COSTA RICA",600,"ADMINISTRACION DE EMPRESAS",81,5,206
2023,208,"Poás","POAS",47.6017761230469,37,"Medio",41.3232727050781,31.0982685089111,44.8132667541504,52.5756950378418,58.0706787109375,53.2613067626953,52.0699577331543,0,0,0,0,0,0,0,0,0,0,851,474,372,5,55.7,43.71,169,682,"UNIVERSIDAD DE COSTA RICA",287,"ADMINISTRACION DE EMPRESAS",48,5,179
2023,209,"Orotina","OROTINA",51.4524688720703,20,"Medio",63.6861000061035,34.9205131530762,52.3713798522949,47.2152481079102,52.6544990539551,53.9787330627441,55.3408126831055,0,0,0,0,0,0,0,0,0,0,565,301,264,0,53.27,46.73,116,449,"UNIVERSIDAD TECNICA NACIONAL",178,"ADMINISTRACION DE EMPRESAS",44,5,134
2023,210,"San Carlos","SAN CARLOS",49.1242752075195,26,"Medio",42.9175148010254,32.9235954284668,39.2449836730957,60.4871940612793,58.0492782592773,46.0588493347168,64.1885147094727,0,1,0,0,2,1,0,0,1,4,5019,2927,2071,21,58.32,41.26,1085,3934,"UNIVERSIDAD ESTATAL A DISTANCIA",1365,"ADMINISTRACION DE EMPRESAS",389,5,273
2023,211,"Zarcero","ZARCERO",45.0219459533691,51,"Medio",36.5624732971191,31.480094909668,56.2905235290527,41.2381706237793,41.0295181274414,41.8730125427246,66.6798248291016,0,0,0,0,0,0,0,0,0,0,482,300,181,1,62.24,37.55,90,392,"UNIVERSIDAD DE COSTA RICA",203,"ADMINISTRACION DE EMPRESAS",29,5,150
2023,212,"Sarchí","SARCHI",47.1381340026855,40,"Medio",40.8664474487305,29.0333862304688,44.5435638427734,43.8689079284668,54.6984519958496,52.6288452148438,64.3273468017578,0,0,0,0,0,0,0,0,0,0,531,257,273,1,48.4,51.41,104,427,"UNIVERSIDAD DE COSTA RICA",215,"ADMINISTRACION DE EMPRESAS",30,5,138
2023,213,"Upala","UPALA",37.1216011047363,71,"Bajo",28.4180641174316,26.0655422210693,31.5689258575439,32.8034019470215,52.8257637023926,25.5026416778564,62.6668586730957,0,0,0,0,0,0,0,0,0,0,1804,1199,591,14,66.46,32.76,314,1490,"UNIVERSIDAD ESTATAL A DISTANCIA",961,"EDUCACION GENERAL BASICA I Y II CICLOS",244,5,162
2023,214,"Los Chiles","LOS CHILES",32.7644309997559,78,"Bajo",22.3052635192871,26.4480571746826,28.5414943695068,20.6504573822021,48.929744720459,23.4795818328857,58.996410369873,1,0,0,0,1,0,0,0,1,2,671,451,213,7,67.21,31.74,140,531,"UNIVERSIDAD ESTATAL A DISTANCIA",295,"ADMINISTRACION DE EMPRESAS",55,5,131
2023,215,"Guatuso","GUATUSO",35.583366394043,75,"Bajo",18.6523513793945,25.7642307281494,41.4514579772949,31.3573169708252,54.3931083679199,23.672924041748,53.7921676635742,0,0,0,0,0,0,0,0,0,0,478,305,169,4,63.81,35.36,90,388,"UNIVERSIDAD ESTATAL A DISTANCIA",179,"ADMINISTRACION DE EMPRESAS",44,5,109
2023,301,"Cartago","CARTAGO",64.1404724121094,7,"Alto",70.0873260498047,39.139720916748,52.5797500610352,66.394905090332,69.3661193847656,87.9646377563477,63.4508666992188,0,1,0,0,1,0,0,0,1,2,4509,2296,2209,4,50.92,48.99,753,3756,"UNIVERSIDAD DE COSTA RICA",1694,"ADMINISTRACION DE EMPRESAS",503,5,314
2023,302,"Paraíso","PARAISO",49.0961761474609,27,"Medio",40.8186302185059,31.4375896453857,44.0242500305176,54.2725028991699,60.2003173828125,52.932373046875,59.9875564575195,0,0,0,0,0,0,0,0,0,0,1516,777,739,0,51.25,48.75,258,1258,"UNIVERSIDAD DE COSTA RICA",667,"ADMINISTRACION DE EMPRESAS",156,5,209
2023,303,"La Unión","LA UNION",52.8935775756836,18,"Medio",56.7210350036621,34.7331962585449,41.2653770446777,50.6735954284668,71.7938232421875,53.738094329834,61.3299140930176,0,0,0,0,0,0,0,0,0,0,2442,1263,1174,5,51.72,48.08,416,2026,"UNIVERSIDAD DE COSTA RICA",1247,"ADMINISTRACION DE EMPRESAS",238,5,278
2023,304,"Jiménez","JIMENEZ",37.7306137084961,69,"Bajo",11.7865133285522,24.7699928283691,47.5402717590332,39.1595726013184,49.5681266784668,25.2840785980225,66.005729675293,0,0,0,0,0,0,0,0,0,0,565,327,237,1,57.88,41.95,121,444,"UNIVERSIDAD DE COSTA RICA",278,"INFORMATICA EMPRESARIAL",38,5,137
2023,305,"Turrialba","TURRIALBA",41.1650466918945,61,"Medio",33.1454696655273,28.6421222686768,38.0070381164551,51.5154190063477,50.3741989135742,21.8381958007812,64.6328887939453,0,0,0,0,0,0,1,0,0,1,2775,1499,1276,0,54.02,45.98,531,2244,"UNIVERSIDAD DE COSTA RICA",1328,"INFORMATICA EMPRESARIAL",172,5,226
2023,306,"Alvarado","ALVARADO",45.425422668457,47,"Medio",41.252368927002,27.7087230682373,40.1981887817383,41.6422920227051,50.0005760192871,51.7161483764648,65.4596557617188,0,0,0,0,1,0,0,0,0,1,342,185,157,0,54.09,45.91,56,286,"UNIVERSIDAD DE COSTA RICA",169,"ADMINISTRACION DE EMPRESAS",24,5,130
2023,307,"Oreamuno","OREAMUNO",46.7658576965332,42,"Medio",36.5619316101074,29.1873874664307,38.9683456420898,45.9502372741699,57.022876739502,56.5111770629883,63.159049987793,0,0,0,0,0,0,0,0,0,0,1284,643,639,2,50.08,49.77,219,1065,"UNIVERSIDAD DE COSTA RICA",528,"ADMINISTRACION DE EMPRESAS",116,5,213
2023,308,"El Guarco","EL GUARCO",54.8902015686035,16,"Medio",53.1431007385254,35.6433372497559,41.8364791870117,53.2107238769531,54.7730178833008,86.0787734985352,59.5459823608398,0,0,0,0,0,0,0,0,0,0,1253,650,601,2,51.88,47.96,219,1034,"UNIVERSIDAD DE COSTA RICA",499,"ADMINISTRACION DE EMPRESAS",155,5,191
2023,401,"Heredia","HEREDIA",63.8569297790527,8,"Alto",66.3610382080078,49.7226905822754,44.3373947143555,60.2095336914062,83.5478591918945,82.3766860961914,60.4433174133301,0,0,0,0,2,0,0,0,0,2,3567,1886,1661,20,52.87,46.57,638,2929,"UNIVERSIDAD NACIONAL",1266,"ADMINISTRACION DE EMPRESAS",217,5,325
2023,402,"Barva","BARVA",48.3141746520996,30,"Medio",42.6902465820312,31.7981185913086,43.1925354003906,55.6179008483887,70.414176940918,41.577522277832,52.9087257385254,0,0,0,0,0,0,0,0,0,0,1259,654,604,1,51.95,47.97,209,1050,"UNIVERSIDAD NACIONAL",516,"ADMINISTRACION",78,5,231
2023,403,"Santo Domingo","SANTO DOMINGO",65.0633163452148,4,"Alto",66.5290832519531,53.3515663146973,43.1780815124512,59.3874435424805,78.8166275024414,76.6178588867188,77.5625762939453,0,0,0,0,0,0,0,0,0,0,1268,647,620,1,51.03,48.9,230,1038,"UNIVERSIDAD DE COSTA RICA",555,"ADMINISTRACION DE EMPRESAS",83,5,235
2023,404,"Santa Bárbara","SANTA BARBARA",47.9204216003418,33,"Medio",42.3564071655273,29.2655696868896,39.9241218566895,50.6239433288574,65.0078125,45.7743759155273,62.4907112121582,0,0,0,0,0,0,0,0,0,0,965,530,435,0,54.92,45.08,181,784,"UNIVERSIDAD NACIONAL",294,"ADMINISTRACION DE EMPRESAS",79,5,195
2023,405,"San Rafael","SAN RAFAEL",49.9188537597656,23,"Medio",42.177848815918,29.5124034881592,43.3102264404297,49.9794158935547,70.1249694824219,42.017650604248,72.309455871582,0,0,0,0,0,0,0,0,0,0,1518,831,687,0,54.74,45.26,274,1244,"UNIVERSIDAD NACIONAL",662,"ADMINISTRACION",103,5,241
2023,406,"San Isidro","SAN ISIDRO",48.8140029907227,28,"Medio",46.0070457458496,31.2744159698486,46.7649879455566,40.7294807434082,63.2608299255371,50.5504837036133,63.1107711791992,0,0,0,0,0,0,0,0,0,0,705,366,336,3,51.91,47.66,132,573,"UNIVERSIDAD DE COSTA RICA",274,"ADMINISTRACION",48,5,174
2023,407,"Belén","BELEN",74.81689453125,1,"Alto",100,71.4651412963867,68.0160980224609,58.5276565551758,78.5147094726562,79.3176879882812,67.8769454956055,0,0,0,0,0,0,0,0,0,0,622,290,328,4,46.62,52.73,88,534,"UNIVERSIDAD DE COSTA RICA",264,"ADMINISTRACION DE EMPRESAS",27,5,173
2023,408,"Flores","FLORES",56.9785614013672,13,"Medio",59.8761215209961,39.5854339599609,49.2187232971191,57.098705291748,81.0257034301758,57.0625114440918,54.982738494873,0,0,0,0,0,0,0,0,0,0,615,330,285,0,53.66,46.34,119,496,"UNIVERSIDAD DE COSTA RICA",240,"ADMINISTRACION DE EMPRESAS",42,5,177
